Year,Month,Line,DayType,Riders,Shakeup,Provider,Mode,Days
2013,11,55,SU,4256,201306,DO,Bus,5
2009,3,78,SU,5849,200812,DO,Bus,5
2015,1,4,SU,11454,201412,DO,Bus,5
2014,3,71,SU,579,201312,DO,Bus,5
2021,11,603,SU,5274,202109,PT,Bus,5
2020,8,163,SU,2441,202006,DO,Bus,5
2011,10,40,SU,17052,201106,DO,Bus,5
2016,7,268,SA,1193,201606,DO,Bus,5
2013,6,550,DX,1723,201306,DO,Bus,5
2011,12,16,SU,15923,201106,DO,Bus,5
2022,9,212,SU,5144,202206,DO,Bus,5
2019,3,602,SU,384,201812,DO,Bus,5
2013,3,233,SU,9385,201212,DO,Bus,5
2011,12,83,SA,2892,201106,DO,Bus,5
2013,7,125,SU,2619,201306,PT,Bus,5
2010,5,217,SA,11542,200912,DO,Bus,5
2019,11,163,SU,3459,201906,DO,Bus,5
2016,7,117,SA,6186,201606,DO,Bus,5
2014,3,152,SU,5846,201312,DO,Bus,5
2019,11,210,SA,7446,201906,DO,Bus,5
2018,9,105,SA,10621,201806,DO,Bus,5
2010,11,165,SU,2783,201006,DO,Bus,5
2010,11,35,SU,3682,201006,DO,Bus,5
2013,7,806,SU,14469.612,201306,DO,Rail,5
2014,7,111,SU,11529,201406,DO,Bus,5
2010,10,33,SU,6087,201006,DO,Bus,5
2014,3,71,SA,719,201312,DO,Bus,5
2014,3,224,SA,5690,201312,DO,Bus,5
2011,11,96,SU,470.8,201106,PT,Bus,5
2018,1,803,SU,13746,201712,DO,Rail,5
2015,8,246,SU,1464,201506,DO,Bus,5
2013,3,108,SA,11842,201212,DO,Bus,5
2014,3,158,SA,1348,201312,DO,Bus,5
2021,11,224,SU,2570,202109,DO,Bus,5
2023,9,602,SU,437,202306,DO,Bus,5
2015,10,550,SA,687,201506,DO,Bus,5
2016,10,4,SA,12838,201606,DO,Bus,5
2010,10,60,SU,9442,201006,DO,Bus,5
2012,3,40,SA,17168,201106,DO,Bus,5
2010,7,733,SA,9590,201006,DO,Bus,5
2015,1,94,SU,4947,201412,DO,Bus,5
2020,8,806,SU,13766,202006,DO,Rail,5
2016,7,105,SA,11402,201606,DO,Bus,5
2021,10,90,SU,2841,202109,DO,Bus,5
2022,7,60,SA,9025,202206,DO,Bus,5
2009,1,200,SA,12409,200812,DO,Bus,5
2009,5,66,SA,20342,200812,DO,Bus,5
2021,10,720,SU,10884,202109,DO,Bus,5
2020,7,612,SU,719,202006,DO,Bus,5
2014,3,761,SU,5891,201312,DO,Bus,5
2014,1,130,SU,1477,201312,PT,Bus,5
2019,5,92,SU,2993,201812,DO,Bus,5
2021,8,60,SU,7703,202106,DO,Bus,5
2024,3,206,SU,5183,202312,DO,Bus,5
2022,7,45,SA,9170,202206,DO,Bus,5
2020,1,30,SU,6995,201912,DO,Bus,5
2018,1,51,SU,12550,201712,DO,Bus,5
2014,7,605,SU,793,201406,PT,Bus,5
2022,9,258,SU,591,202206,DO,Bus,5
2023,7,660,SA,839,202306,DO,Bus,5
2017,7,105,SA,11081,201706,DO,Bus,5
2014,5,603,SA,6856,201312,PT,Bus,5
2016,10,910,SU,4001,201606,DO,Bus,5
2014,1,206,SU,7163,201312,DO,Bus,5
2009,8,55,SA,6799,200906,DO,Bus,5
2021,7,802,SA,49177,202106,DO,Rail,5
2016,11,180,SU,8067,201606,DO,Bus,5
2010,11,445,SU,531,201006,DO,Bus,5
2021,1,165,SA,2070,202012,DO,Bus,5
2012,4,71,SU,627,201106,DO,Bus,5
2017,11,232,SU,2738,201706,PT,Bus,5
2018,9,165,SA,3917,201806,DO,Bus,5
2019,11,234,SA,6433,201906,DO,Bus,5
2014,9,14,SU,8803,201406,DO,Bus,5
2023,12,81,SU,5369,202312,DO,Bus,5
2016,4,40,SA,12937,201601,DO,Bus,5
2023,10,260,SU,5397,202306,DO,Bus,5
2015,7,53,SU,6212,201506,DO,Bus,5
2021,7,550,SA,410,202106,DO,Bus,5
2015,5,745,SA,4042,201412,DO,Bus,5
2013,3,92,SA,4391,201212,DO,Bus,5
2012,3,33,SA,8417,201106,DO,Bus,5
2010,7,102,SA,1197,201006,DO,Bus,5
2017,9,268,SU,1013,201706,DO,Bus,5
2014,5,745,SA,4973,201312,DO,Bus,5
2009,8,251,SU,6096,200906,DO,Bus,5
2009,8,232,SU,3295.2,200906,PT,Bus,5
2013,7,81,SU,9984,201306,DO,Bus,5
2013,6,66,DX,17470,201306,DO,Bus,5
2016,9,256,SU,650,201606,PT,Bus,5
2015,5,165,SA,4398,201412,DO,Bus,5
2016,10,51,SA,20444,201606,DO,Bus,5
2017,9,166,SA,2945,201706,DO,Bus,5
2010,8,445,SU,628,201006,DO,Bus,5
2014,3,62,SU,2330,201312,DO,Bus,5
2009,5,268,SA,1310,200812,DO,Bus,5
2015,10,487,SA,1402,201506,DO,Bus,5
2023,9,28,SU,5441,202306,DO,Bus,5
2016,9,806,SU,31784,201606,DO,Rail,5
2023,10,910,SU,6832,202306,DO,Bus,5
2019,8,864,SA,15488,201906,DO,Bus,5
2019,8,164,SA,3665,201906,DO,Bus,5
2010,8,605,SU,731.4,201006,PT,Bus,5
2023,5,30,SU,6850,202212,DO,Bus,5
2016,10,237,SA,867,201606,DO,Bus,5
2013,8,150,SA,10867,201306,DO,Bus,5
2021,10,33,SA,12070,202109,DO,Bus,5
2011,4,751,SA,2549,201012,DO,Bus,5
2014,5,120,SU,1729,201312,DO,Bus,5
2022,4,53,SA,5375,202202,DO,Bus,5
2021,7,233,SA,8923,202106,DO,Bus,5
2011,12,687,SA,1241,201106,DO,Bus,5
2023,11,258,SU,795,202306,DO,Bus,5
2014,3,40,SU,13565,201312,DO,Bus,5
2023,9,857,SA,522,202306,DO,Bus,5
2009,3,90,SU,2784,200812,DO,Bus,5
2019,11,687,SA,659,201906,DO,Bus,5
2010,7,111,SU,10165,201006,DO,Bus,5
2010,5,207,SA,23153,200912,DO,Bus,5
2014,1,10,SU,4933,201312,DO,Bus,5
2015,5,710,SA,4805,201412,DO,Bus,5
2017,11,55,SU,3681,201706,DO,Bus,5
2023,9,117,SU,4802,202306,DO,Bus,5
2021,10,801,SU,17567,202109,DO,Rail,5
2020,9,115,SU,4636,202006,DO,Bus,5
2013,8,35,SA,7072,201306,DO,Bus,5
2015,3,265,SU,776,201412,DO,Bus,5
2015,5,210,SA,10485,201412,DO,Bus,5
2023,12,55,SU,3019,202312,DO,Bus,5
2019,3,94,SU,4228,201812,DO,Bus,5
2021,8,230,SU,1453,202106,DO,Bus,5
2015,9,68,SU,4344,201506,DO,Bus,5
2010,10,152,SA,7714,201006,DO,Bus,5
2024,3,268,SA,436,202312,DO,Bus,5
2019,7,501,SU,452,201906,PT,Bus,5
2014,3,344,SU,895,201312,DO,Bus,5
2023,11,602,SU,495,202306,DO,Bus,5
2011,12,152,SU,5501,201106,DO,Bus,5
2011,12,710,SA,3840,201106,DO,Bus,5
2009,8,251,SA,6683,200906,DO,Bus,5
2015,5,28,SA,12283,201412,DO,Bus,5
2016,10,210,SA,9375,201606,DO,Bus,5
2011,11,105,SU,8829,201106,DO,Bus,5
2013,3,804,SA,22313.945,201212,DO,Rail,5
2009,5,167,SA,723,200812,PT,Bus,5
2015,8,16,SA,17856,201506,DO,Bus,5
2010,5,460,SA,3854,200912,DO,Bus,5
2015,1,90,SU,2561,201412,DO,Bus,5
2018,9,210,SA,7677,201806,DO,Bus,5
2009,9,750,SU,2325,200906,DO,Bus,5
2020,1,252,SU,622,201912,DO,Bus,5
2013,1,152,SU,5421,201212,DO,Bus,5
2011,7,10,SA,8073,201106,DO,Bus,5
2012,9,2,SA,13133,201206,DO,Bus,5
2011,11,4,SU,13605,201106,DO,Bus,5
2012,9,183,SA,1022,201206,DO,Bus,5
2012,5,130,SU,1066.4,201106,PT,Bus,5
2015,7,76,SU,5994,201506,DO,Bus,5
2017,9,268,SA,1103,201706,DO,Bus,5
2023,10,720,SU,10733,202306,DO,Bus,5
2009,9,130,SU,954,200906,PT,Bus,5
2019,1,16,SU,10658,201812,DO,Bus,5
2019,7,60,SU,9711,201906,DO,Bus,5
2016,9,605,SU,786,201606,PT,Bus,5
2015,8,450,SA,495,201506,DO,Bus,5
2020,2,218,SA,587,201912,PT,Bus,5
2017,7,96,SA,836,201706,PT,Bus,5
2015,1,733,SU,7816,201412,DO,Bus,5
2013,11,612,SU,1111,201306,DO,Bus,5
2017,7,62,SA,2744,201706,DO,Bus,5
2010,8,665,SU,210,201006,DO,Bus,5
2024,3,901,SA,8184,202312,DO,Bus,5
2011,4,183,SA,947,201012,DO,Bus,5
2015,8,204,SA,17911,201506,DO,Bus,5
2010,10,96,SU,1295.2,201006,PT,Bus,5
2014,8,268,SA,1285,201406,DO,Bus,5
2019,8,111,SA,11274,201906,DO,Bus,5
2021,10,130,SU,420,202109,PT,Bus,5
2014,5,612,SA,1314,201312,DO,Bus,5
2017,11,45,SU,8781,201706,DO,Bus,5
2022,11,246,SU,1052,202210,DO,Bus,5
2013,11,733,SA,10506,201306,DO,Bus,5
2018,1,152,SU,4223,201712,DO,Bus,5
2024,3,102,SA,1135,202312,DO,Bus,5
2009,10,105,SA,13331,200906,DO,Bus,5
2014,5,246,SU,1442,201312,DO,Bus,5
2023,5,294,SU,884,202212,DO,Bus,5
2020,3,120,SU,1150,201912,DO,Bus,5
2010,8,550,SU,1334,201006,DO,Bus,5
2009,7,720,SU,23551,200906,DO,Bus,5
2015,7,115,SU,7524,201506,DO,Bus,5
2021,1,102,SA,1073,202012,DO,Bus,5
2023,7,501,SA,625,202306,PT,Bus,5
2023,5,236,SU,594,202212,DO,Bus,5
2019,3,268,SU,786,201812,DO,Bus,5
2017,10,90,SU,2667,201706,DO,Bus,5
2023,12,180,SU,5537,202312,DO,Bus,5
2022,11,204,SU,12116,202210,DO,Bus,5
2010,7,770,SA,4572,201006,DO,Bus,5
2017,5,217,SU,4315,201612,DO,Bus,5
2024,3,108,SU,6600,202312,DO,Bus,5
2023,12,134,SU,625,202312,DO,Bus,5
2011,12,910,SU,2443,201106,DO,Bus,5
2013,11,111,SU,11697,201306,DO,Bus,5
2022,9,158,SU,598,202206,DO,Bus,5
2013,1,251,SU,6170,201212,DO,Bus,5
2012,9,534,SA,2036,201206,DO,Bus,5
2009,1,762,SA,2535,200812,DO,Bus,5
2010,10,605,SU,793,201006,PT,Bus,5
2011,9,83,SU,2668,201106,DO,Bus,5
2024,1,90,SU,2898,202312,DO,Bus,5
2013,11,267,SU,1377,201306,DO,Bus,5
2014,5,4,SA,19282,201312,DO,Bus,5
2009,8,125,SU,2264.6,200906,PT,Bus,5
2017,4,605,SU,764,201612,PT,Bus,5
2017,10,10,SU,5006,201706,DO,Bus,5
2010,8,260,SU,8103,201006,DO,Bus,5
2011,10,169,SA,207,201106,DO,Bus,5
2014,5,155,SU,677,201312,DO,Bus,5
2020,7,550,SU,378,202006,DO,Bus,5
2022,9,76,SU,2873,202206,DO,Bus,5
2020,7,744,SU,1990,202006,DO,Bus,5
2021,7,182,SA,1026,202106,DO,Bus,5
2014,5,745,SU,2854,201312,DO,Bus,5
2009,10,53,SA,9714,200906,DO,Bus,5
2012,4,156,SU,997,201106,DO,Bus,5
2019,11,720,SU,14229,201906,DO,Bus,5
2013,1,14,SU,8261,201212,DO,Bus,5
2015,10,720,SA,25421,201506,DO,Bus,5
2021,8,180,SU,5610,202106,DO,Bus,5
2024,1,206,SU,4776,202312,DO,Bus,5
2017,4,60,SU,9484,201612,DO,Bus,5
2015,1,265,SU,721,201412,DO,Bus,5
2016,1,156,SA,1032,201512,DO,Bus,5
2017,4,70,SA,7390,201612,DO,Bus,5
2017,11,150,SU,6187,201706,DO,Bus,5
2011,10,605,SA,1081.2,201106,PT,Bus,5
2013,1,18,SU,12936,201212,DO,Bus,5
2011,11,125,SU,1636.2,201106,PT,Bus,5
2013,11,30,SA,14687,201306,DO,Bus,5
2011,9,167,SU,974.4,201106,PT,Bus,5
2018,11,204,SU,13557,201806,DO,Bus,5
2020,1,164,SU,2348,201912,DO,Bus,5
2015,1,265,SA,1026,201412,DO,Bus,5
2023,7,51,SA,13485,202306,DO,Bus,5
2023,4,807,SU,2271,202212,DO,Rail,5
2012,5,117,SU,5427,201106,DO,Bus,5
2014,3,16,SA,18859,201312,DO,Bus,5
2009,9,90,SU,2880,200906,DO,Bus,5
2015,7,256,SU,760,201506,PT,Bus,5
2023,4,55,SA,4371,202212,DO,Bus,5
2021,5,115,SA,5708,202012,DO,Bus,5
2009,10,224,SA,7418,200906,DO,Bus,5
2020,2,28,SA,8420,201912,DO,Bus,5
2017,5,155,SU,570,201612,DO,Bus,5
2010,7,180,SA,9365,201006,DO,Bus,5
2013,3,290,SA,285,201212,DO,Bus,5
2013,3,222,SU,651,201212,DO,Bus,5
2010,5,305,SA,1737,200912,DO,Bus,5
2020,1,720,SU,13968,201912,DO,Bus,5
2010,9,28,SU,6981,201006,DO,Bus,5
2020,1,76,SU,4529,201912,DO,Bus,5
2009,8,232,SA,4185.6,200906,PT,Bus,5
2009,9,120,SU,985,200906,DO,Bus,5
2021,10,128,SA,520,202109,PT,Bus,5
2013,5,603,SU,4806.6,201212,PT,Bus,5
2012,3,180,SA,12391,201106,DO,Bus,5
2020,3,152,SU,3217,201912,DO,Bus,5
2023,5,662,SU,1119,202212,DO,Bus,5
2017,12,687,SU,542,201712,DO,Bus,5
2021,7,20,SU,3998,202106,DO,Bus,5
2013,3,167,SA,1234.2,201212,PT,Bus,5
2021,11,10,SU,3061,202109,DO,Bus,5
2011,12,167,SA,1018.4,201106,PT,Bus,5
2017,11,115,SU,6504,201706,DO,Bus,5
2019,11,210,SU,7822,201906,DO,Bus,5
2016,4,224,SA,4784,201601,DO,Bus,5
2019,7,125,SU,1837,201906,PT,Bus,5
2019,7,78,SU,4600,201906,DO,Bus,5
2014,7,117,SU,5662,201406,DO,Bus,5
2014,5,256,SU,721,201312,PT,Bus,5
2010,1,794,SA,3175,200912,DO,Bus,5
2023,5,901,SU,8307,202212,DO,Bus,5
2023,4,611,SU,923,202212,DO,Bus,5
2010,7,260,SU,7776,201006,DO,Bus,5
2009,7,687,SU,992,200906,DO,Bus,5
2020,1,744,SU,2550,201912,DO,Bus,5
2019,1,806,SU,29833,201812,DO,Rail,5
2019,11,20,SU,5149,201906,DO,Bus,5
2019,11,733,SA,5943,201906,DO,Bus,5
2021,11,128,SU,314,202109,PT,Bus,5
2020,5,605,SA,566,202004,PT,Bus,5
2012,4,733,SU,10187,201106,DO,Bus,5
2019,5,601,SU,700,201812,DO,Bus,5
2014,3,745,SA,4804,201312,DO,Bus,5
2016,7,51,SA,20830,201606,DO,Bus,5
2009,5,130,SA,1356.6,200812,PT,Bus,5
2015,7,158,SU,911,201506,DO,Bus,5
2013,5,224,SU,4369,201212,DO,Bus,5
2016,10,487,SA,1272,201606,DO,Bus,5
2015,1,158,SA,1166,201412,DO,Bus,5
2015,8,155,SU,691,201506,DO,Bus,5
2012,11,33,SU,5769,201206,DO,Bus,5
2017,12,108,SU,5875,201712,DO,Bus,5
2023,11,665,SU,265,202306,DO,Bus,5
2010,8,733,SU,8390,201006,DO,Bus,5
2020,3,267,SU,716,201912,DO,Bus,5
2011,4,267,SA,1703,201012,DO,Bus,5
2022,11,217,SU,4565,202210,DO,Bus,5
2009,1,222,SA,717,200812,DO,Bus,5
2009,3,230,SU,1945,200812,DO,Bus,5
2016,10,68,SA,3950,201606,DO,Bus,5
2022,9,162,SU,3965,202206,DO,Bus,5
2009,5,33,SA,18058,200812,DO,Bus,5
2016,1,105,SA,11419,201512,DO,Bus,5
2014,11,166,SA,3233,201406,DO,Bus,5
2018,9,62,SA,2606,201806,DO,Bus,5
2016,10,180,SU,8970,201606,DO,Bus,5
2014,11,687,SA,1099,201406,DO,Bus,5
2013,11,265,SA,1144,201306,DO,Bus,5
2017,4,733,SU,6167,201612,DO,Bus,5
2012,4,33,SU,6432,201106,DO,Bus,5
2017,4,81,SA,10028,201612,DO,Bus,5
2010,7,305,SA,1579,201006,DO,Bus,5
2011,4,83,SA,3410,201012,DO,Bus,5
2016,10,180,SA,11056,201606,DO,Bus,5
2014,8,14,SA,11528,201406,DO,Bus,5
2023,9,761,SA,3841,202306,DO,Bus,5
2010,10,445,SA,778,201006,DO,Bus,5
2023,11,14,SU,5653,202306,DO,Bus,5
2015,1,611,SA,1158,201412,DO,Bus,5
2023,10,217,SU,5564,202306,DO,Bus,5
2010,7,794,SA,3247,201006,DO,Bus,5
2010,7,445,SU,611,201006,DO,Bus,5
2020,1,28,SU,6197,201912,DO,Bus,5
2022,9,662,SU,813,202206,DO,Bus,5
2024,3,110,SU,3243,202312,DO,Bus,5
2015,10,83,SA,2072,201506,DO,Bus,5
2023,9,51,SA,14060,202306,DO,Bus,5
2014,3,96,SA,971,201312,PT,Bus,5
2015,1,210,SU,10145,201412,DO,Bus,5
2011,12,105,SU,10149,201106,DO,Bus,5
2019,3,243,SA,629,201812,DO,Bus,5
2017,11,18,SU,9942,201706,DO,Bus,5
2023,4,662,SA,1313,202212,DO,Bus,5
2017,10,166,SU,2006,201706,DO,Bus,5
2011,7,200,SA,12611,201106,DO,Bus,5
2011,12,165,SA,4394,201106,DO,Bus,5
2020,8,35,SA,2582,202006,DO,Bus,5
2016,10,45,SU,9034,201606,DO,Bus,5
2021,11,33,SU,9528,202109,DO,Bus,5
2015,9,603,SU,5373,201506,PT,Bus,5
2024,3,236,SA,613,202312,DO,Bus,5
2015,1,205,SU,1573,201412,PT,Bus,5
2021,7,180,SU,5523,202106,DO,Bus,5
2020,3,53,SU,3888,201912,DO,Bus,5
2012,9,745,SA,4700,201206,DO,Bus,5
2020,1,217,SU,3971,201912,DO,Bus,5
2015,1,205,SA,2045,201412,PT,Bus,5
2014,7,205,SU,1887,201406,PT,Bus,5
2016,10,744,SU,3218,201606,DO,Bus,5
2012,9,901,SA,18542,201206,DO,Bus,5
2012,9,245,SA,1163,201206,DO,Bus,5
2021,7,232,SA,3004,202106,PT,Bus,5
2020,2,460,SA,3439,201912,DO,Bus,5
2019,11,102,SA,1659,201906,DO,Bus,5
2021,7,601,SU,372,202106,DO,Bus,5
2017,4,16,SA,16187,201612,DO,Bus,5
2010,5,183,SA,931,200912,DO,Bus,5
2023,10,602,SU,623,202306,DO,Bus,5
2009,9,166,SU,2310,200906,DO,Bus,5
2020,8,152,SA,3935,202006,DO,Bus,5
2019,8,266,SA,3274,201906,PT,Bus,5
2017,12,51,SU,12803,201712,DO,Bus,5
2021,7,205,SA,1325,202106,PT,Bus,5
2010,5,605,SA,912.8,200912,PT,Bus,5
2023,11,910,SU,6496,202306,DO,Bus,5
2020,5,207,SA,9930,202004,DO,Bus,5
2015,8,803,SU,16829.8274725275,201506,DO,Rail,5
2013,11,450,SU,296,201306,DO,Bus,5
2009,7,801,SU,55083.123,200906,DO,Rail,5
2010,11,268,SU,930,201006,DO,Bus,5
2023,5,92,SU,2817,202212,DO,Bus,5
2023,5,55,SU,3403,202212,DO,Bus,5
2014,1,90,SU,2731,201312,DO,Bus,5
2011,10,62,SU,2153,201106,DO,Bus,5
2012,3,76,SA,7618,201106,DO,Bus,5
2010,9,801,SU,49005.585,201006,DO,Rail,5
2014,3,163,SA,6319,201312,DO,Bus,5
2021,10,51,SU,12595,202109,DO,Bus,5
2018,9,251,SA,7817,201806,DO,Bus,5
2009,10,121,SA,1713,200906,DO,Bus,5
2023,11,807,SU,2054,202306,DO,Rail,5
2015,10,66,SA,11856,201506,DO,Bus,5
2010,10,745,SA,5035,201006,DO,Bus,5
2019,7,53,SU,5275,201906,DO,Bus,5
2024,3,125,SA,2581,202312,PT,Bus,5
2009,5,125,SA,3233,200812,PT,Bus,5
2021,10,534,SU,631,202109,DO,Bus,5
2009,1,256,SA,958.4,200812,PT,Bus,5
2014,1,2,SU,8315,201312,DO,Bus,5
2021,7,761,SA,3044,202106,DO,Bus,5
2020,5,71,SA,286,202004,DO,Bus,5
2020,9,237,SU,532,202006,DO,Bus,5
2017,4,155,SA,813,201612,DO,Bus,5
2009,8,90,SU,2831,200906,DO,Bus,5
2012,4,233,SU,9002,201106,DO,Bus,5
2021,10,154,SA,304,202109,DO,Bus,5
2014,3,266,SA,4066,201312,PT,Bus,5
2021,7,232,SU,2541,202106,PT,Bus,5
2010,11,206,SU,6682,201006,DO,Bus,5
2009,5,220,SA,293,200812,DO,Bus,5
2021,1,51,SA,11694,202012,DO,Bus,5
2017,7,754,SA,12714,201706,DO,Bus,5
2015,10,18,SA,16228,201506,DO,Bus,5
2023,4,150,SU,1543,202212,DO,Bus,5
2015,7,222,SU,843,201506,DO,Bus,5
2021,10,115,SA,6423,202109,DO,Bus,5
2011,12,761,SU,4911,201106,DO,Bus,5
2016,4,51,SA,21610,201601,DO,Bus,5
2014,5,245,SU,607,201312,DO,Bus,5
2023,12,266,SU,2739,202312,PT,Bus,5
2011,12,78,SA,7444,201106,DO,Bus,5
2017,11,487,SU,865,201706,DO,Bus,5
2021,10,115,SU,5053,202109,DO,Bus,5
2010,9,218,SU,555.2,201006,PT,Bus,5
2011,10,217,SU,6601,201106,DO,Bus,5
2013,1,687,SU,957,201212,DO,Bus,5
2019,1,20,SU,4859,201812,DO,Bus,5
2016,7,612,SA,1009,201606,DO,Bus,5
2009,10,804,SA,14083.193,200906,DO,Rail,5
2013,3,687,SU,1068,201212,DO,Bus,5
2010,1,212,SA,8312,200912,DO,Bus,5
2023,9,111,SA,10059,202306,DO,Bus,5
2016,4,158,SA,1156,201601,DO,Bus,5
2018,9,14,SA,8728,201806,DO,Bus,5
2012,4,102,SU,1189,201106,DO,Bus,5
2019,5,260,SU,6160,201812,DO,Bus,5
2015,1,251,SU,5789,201412,DO,Bus,5
2010,5,201,SA,721,200912,DO,Bus,5
2014,1,534,SU,1363,201312,DO,Bus,5
2014,3,256,SA,973,201312,PT,Bus,5
2015,8,20,SA,9601,201506,DO,Bus,5
2019,1,603,SU,4155,201812,PT,Bus,5
2019,1,233,SU,6099,201812,DO,Bus,5
2023,7,16,SA,13621,202306,DO,Bus,5
2019,8,117,SA,6146,201906,DO,Bus,5
2017,9,35,SA,4969,201706,DO,Bus,5
2021,5,265,SA,531,202012,DO,Bus,5
2018,1,130,SU,914,201712,PT,Bus,5
2019,5,237,SU,754,201812,DO,Bus,5
2009,5,260,SA,8358,200812,DO,Bus,5
2010,10,534,SA,1931,201006,DO,Bus,5
2009,8,665,SU,243,200906,DO,Bus,5
2021,8,802,SU,39637,202106,DO,Rail,5
2013,8,76,SA,7995,201306,DO,Bus,5
2017,11,550,SU,425,201706,DO,Bus,5
2018,11,55,SU,3345,201806,DO,Bus,5
2019,5,210,SU,8057,201812,DO,Bus,5
2017,11,90,SU,2591,201706,DO,Bus,5
2009,8,42,SU,1426,200906,DO,Bus,5
2009,5,161,SA,838,200812,DO,Bus,5
2021,10,96,SU,478,202109,PT,Bus,5
2014,1,603,SU,4798,201312,PT,Bus,5
2021,7,45,SU,8476,202106,DO,Bus,5
2014,3,266,SU,3205,201312,PT,Bus,5
2009,7,484,SU,2902,200906,DO,Bus,5
2023,4,662,SU,1040,202212,DO,Bus,5
2014,3,108,SA,11425,201312,DO,Bus,5
2013,3,232,SU,3220.8,201212,PT,Bus,5
2013,6,710,DX,7705,201306,DO,Bus,5
2019,3,803,SA,15743,201812,DO,Rail,5
2020,2,237,SA,803,201912,DO,Bus,5
2020,1,232,SU,2436,201912,PT,Bus,5
2016,4,687,SA,1013,201601,DO,Bus,5
2017,5,60,SU,9404,201612,DO,Bus,5
2020,3,802,SU,40449,201912,DO,Rail,5
2019,1,92,SU,2850,201812,DO,Bus,5
2021,11,166,SU,2030,202109,DO,Bus,5
2012,3,156,SA,1241,201106,DO,Bus,5
2017,5,70,SU,7553,201612,DO,Bus,5
2017,11,158,SU,750,201706,DO,Bus,5
2011,9,161,SU,378,201106,DO,Bus,5
2014,3,487,SA,1316,201312,DO,Bus,5
2010,9,166,SU,2381,201006,DO,Bus,5
2019,11,612,SU,753,201906,DO,Bus,5
2020,2,207,SA,19549,201912,DO,Bus,5
2010,7,611,SU,1441,201006,DO,Bus,5
2023,7,165,SA,4235,202306,DO,Bus,5
2020,2,720,SA,18802,201912,DO,Bus,5
2023,11,233,SU,8322,202306,DO,Bus,5
2019,11,71,SU,398,201906,DO,Bus,5
2016,1,115,SA,9137,201512,DO,Bus,5
2011,10,20,SU,6760,201106,DO,Bus,5
2011,10,96,SU,669.6,201106,PT,Bus,5
2016,1,94,SA,6264,201512,DO,Bus,5
2020,8,744,SU,1946,202006,DO,Bus,5
2020,9,201,SU,329,202006,DO,Bus,5
2017,5,605,SU,730,201612,PT,Bus,5
2019,5,111,SU,8650,201812,DO,Bus,5
2019,11,344,SA,997,201906,DO,Bus,5
2009,7,804,SU,8622.284,200906,DO,Rail,5
2015,1,260,SU,7506,201412,DO,Bus,5
2014,11,167,SA,1448,201406,PT,Bus,5
2021,10,266,SA,3114,202109,PT,Bus,5
2021,10,603,SU,6329,202109,PT,Bus,5
2009,3,180,SU,7143,200812,DO,Bus,5
2016,4,111,SA,12621,201601,DO,Bus,5
2013,3,94,SU,6199,201212,DO,Bus,5
2012,9,266,SA,3346.2,201206,PT,Bus,5
2010,1,243,SA,912,200912,DO,Bus,5
2014,5,117,SA,7356,201312,DO,Bus,5
2018,1,163,SU,3657,201712,DO,Bus,5
2011,10,344,SA,1299,201106,DO,Bus,5
2011,4,96,SA,1697.2,201012,PT,Bus,5
2017,7,733,SA,7037,201706,DO,Bus,5
2016,1,115,SU,6954,201512,DO,Bus,5
2009,1,130,SU,927,200812,PT,Bus,5
2016,4,245,SA,1096,201601,DO,Bus,5
2019,3,487,SA,1013,201812,DO,Bus,5
2017,10,234,SU,5154,201706,DO,Bus,5
2018,9,180,SA,9759,201806,DO,Bus,5
2011,12,35,SA,7803,201106,DO,Bus,5
2013,5,40,SU,14796,201212,DO,Bus,5
2023,10,33,SU,10632,202306,DO,Bus,5
2024,3,660,SA,691,202312,DO,Bus,5
2021,11,901,SU,6631,202109,DO,Bus,5
2010,10,165,SA,4843,201006,DO,Bus,5
2015,9,246,SU,1391,201506,DO,Bus,5
2019,3,487,SU,873,201812,DO,Bus,5
2013,8,222,SA,789,201306,DO,Bus,5
2014,7,251,SU,6708,201406,DO,Bus,5
2013,11,802,SU,68739.8668319588,201306,DO,Rail,5
2010,5,60,SA,15313,200912,DO,Bus,5
2018,11,222,SU,712,201806,DO,Bus,5
2016,9,2,SU,7238,201606,DO,Bus,5
2014,8,164,SU,3320,201406,DO,Bus,5
2023,9,4,SA,18859,202306,DO,Bus,5
2010,10,780,SA,2895,201006,DO,Bus,5
2009,9,55,SU,4429,200906,DO,Bus,5
2023,4,287,SA,266,202212,DO,Bus,5
2016,4,30,SA,11234,201601,DO,Bus,5
2013,11,115,SA,10852,201306,DO,Bus,5
2023,5,128,SU,488,202212,PT,Bus,5
2016,9,120,SU,1705,201606,DO,Bus,5
2015,1,665,SU,170,201412,DO,Bus,5
2016,1,804,SA,30011.6962260959,201512,DO,Rail,5
2009,10,60,SA,14718,200906,DO,Bus,5
2021,5,161,SA,419,202012,DO,Bus,5
2018,11,224,SU,3615,201806,DO,Bus,5
2020,8,803,SA,7800,202006,DO,Rail,5
2020,9,806,SU,14803,202006,DO,Rail,5
2016,7,111,SA,12099,201606,DO,Bus,5
2012,4,605,SU,902.6,201106,PT,Bus,5
2013,1,801,SU,55514.8243548608,201212,DO,Rail,5
2016,7,66,SA,10276,201606,DO,Bus,5
2019,11,217,SA,5271,201906,DO,Bus,5
2020,9,117,SU,2967,202006,DO,Bus,5
2017,11,612,SU,809,201706,DO,Bus,5
2019,3,120,SU,1507,201812,DO,Bus,5
