Year,Month,Line,DayType,Riders,Shakeup,Provider,Mode,Days
2024,1,45,SA,9135,202312,DO,Bus,4
2016,3,232,SU,3262,201601,PT,Bus,4
2013,4,60,SU,12975,201212,DO,Bus,4
2014,10,605,SA,967,201406,PT,Bus,4
2015,4,14,SU,8634,201412,DO,Bus,4
2015,2,200,SU,8658,201412,DO,Bus,4
2022,5,258,SA,527,202202,DO,Bus,4
2013,1,169,SA,237,201212,DO,Bus,4
2019,2,460,SU,2428,201812,DO,Bus,4
2010,9,92,SA,4659,201006,DO,Bus,4
2018,1,720,SA,16395,201712,DO,Bus,4
2012,8,745,SU,2499,201206,DO,Bus,4
2012,4,243,SA,902,201106,DO,Bus,4
2021,3,155,SA,343,202012,DO,Bus,4
2019,8,256,SU,589,201906,PT,Bus,4
2019,8,105,SU,8235,201906,DO,Bus,4
2016,3,158,SA,1163,201601,DO,Bus,4
2020,12,801,SU,14207,202012,DO,Rail,4
2012,5,190,SA,4343,201106,DO,Bus,4
2016,2,218,SA,706,201601,PT,Bus,4
2020,9,210,SA,6721,202006,DO,Bus,4
2011,2,35,SA,5170,201012,DO,Bus,4
2011,11,612,SA,1120,201106,DO,Bus,4
2020,3,40,SA,6761,201912,DO,Bus,4
2009,11,204,SA,19091,200906,DO,Bus,4
2016,6,806,SA,34844,201601,DO,Rail,4
2018,7,534,SA,1438,201806,DO,Bus,4
2010,9,110,SA,5573,201006,DO,Bus,4
2024,1,487,SA,500,202312,DO,Bus,4
2018,1,40,SA,9827,201712,DO,Bus,4
2016,8,230,SA,2385,201606,DO,Bus,4
2019,4,33,SA,7383,201812,DO,Bus,4
2018,11,212,SA,7332,201806,DO,Bus,4
2019,1,33,SA,6352,201812,DO,Bus,4
2014,2,10,SA,8100,201312,DO,Bus,4
2015,11,18,SA,15660,201506,DO,Bus,4
2014,10,35,SA,6745,201406,DO,Bus,4
2017,3,81,SA,10204,201612,DO,Bus,4
2010,12,111,SU,8134,201012,DO,Bus,4
2010,11,30,SA,13583,201006,DO,Bus,4
2014,10,35,SU,4651,201406,DO,Bus,4
2013,8,806,SU,15014.187,201306,DO,Rail,4
2021,4,53,SA,5495,202012,DO,Bus,4
2023,8,244,SU,547,202306,DO,Bus,4
2022,4,720,SU,10466,202202,DO,Bus,4
2012,5,152,SA,7942,201106,DO,Bus,4
2023,10,501,SA,736,202306,PT,Bus,4
2012,3,120,SU,1532,201106,DO,Bus,4
2013,1,155,SA,950,201212,DO,Bus,4
2018,10,150,SU,6524,201806,DO,Bus,4
2011,8,200,SA,12212,201106,DO,Bus,4
2011,2,344,SA,1215,201012,DO,Bus,4
2010,4,40,SA,15262,200912,DO,Bus,4
2014,2,611,SU,1127,201312,DO,Bus,4
2014,9,733,SA,10762,201406,DO,Bus,4
2019,2,501,SA,473,201812,PT,Bus,4
2009,11,35,SA,5779,200906,DO,Bus,4
2017,11,230,SA,2004,201706,DO,Bus,4
2021,2,901,SA,6831,202012,DO,Bus,4
2010,2,603,SU,3218.25,200912,PT,Bus,4
2019,6,117,SA,5854,201812,DO,Bus,4
2021,3,602,SA,347,202012,DO,Bus,4
2024,2,128,SA,646,202312,PT,Bus,4
2023,3,603,SA,6074,202212,PT,Bus,4
2014,4,806,SA,23718.9796462063,201312,DO,Rail,4
2012,8,665,SA,227,201206,DO,Bus,4
2018,2,687,SA,705,201712,DO,Bus,4
2014,7,265,SA,959,201406,DO,Bus,4
2020,1,20,SA,6649,201912,DO,Bus,4
2023,3,460,SU,2434,202212,DO,Bus,4
2009,10,256,SU,628.5,200906,PT,Bus,4
2019,10,236,SA,617,201906,DO,Bus,4
2013,8,45,SU,13480,201306,DO,Bus,4
2023,10,233,SA,9189,202306,DO,Bus,4
2010,2,204,SU,18260,200912,DO,Bus,4
2024,2,234,SU,4119,202312,DO,Bus,4
2014,9,150,SA,10641,201406,DO,Bus,4
2014,9,71,SA,636,201406,DO,Bus,4
2016,4,611,SU,968,201601,DO,Bus,4
2022,4,207,SU,12393,202202,DO,Bus,4
2009,9,201,SA,712,200906,DO,Bus,4
2024,1,106,SA,1947,202312,DO,Bus,4
2011,5,704,SA,7949,201012,DO,Bus,4
2015,9,760,SA,2423,201506,DO,Bus,4
2019,2,200,SA,7831,201812,DO,Bus,4
2023,8,164,SU,2262,202306,DO,Bus,4
2014,4,130,SA,2005,201312,PT,Bus,4
2021,2,55,SA,3043,202012,DO,Bus,4
2013,6,163,SA,6494,201212,DO,Bus,4
2009,2,251,SU,6228,200812,DO,Bus,4
2019,5,603,SA,5820,201812,PT,Bus,4
2016,5,207,SA,21068,201601,DO,Bus,4
2024,2,180,SU,5322,202312,DO,Bus,4
2013,9,108,SA,11352,201306,DO,Bus,4
2011,4,26,SU,15101,201012,DO,Bus,4
2014,6,270,SA,1251,201312,PT,Bus,4
2021,3,60,SA,7908,202012,DO,Bus,4
2011,8,166,SU,2342,201106,DO,Bus,4
2012,12,51,SU,14997,201212,DO,Bus,4
2022,6,62,SA,1910,202202,DO,Bus,4
2011,3,245,SU,634,201012,DO,Bus,4
2019,1,266,SA,2985,201812,PT,Bus,4
2021,8,55,SA,4290,202106,DO,Bus,4
2010,11,901,SA,12161,201006,DO,Bus,4
2016,2,125,SA,3435,201601,PT,Bus,4
2011,8,720,SA,29732,201106,DO,Bus,4
2011,2,751,SA,2660,201012,DO,Bus,4
2016,8,204,SA,16932,201606,DO,Bus,4
2012,11,71,SA,740,201206,DO,Bus,4
2016,4,200,SU,8155,201601,DO,Bus,4
2017,3,125,SA,3214,201612,PT,Bus,4
2017,3,704,SA,7276,201612,DO,Bus,4
2017,8,35,SU,3561,201706,DO,Bus,4
2011,4,4,SU,14027,201012,DO,Bus,4
2018,10,16,SA,15553,201806,DO,Bus,4
2010,4,290,SA,251,200912,DO,Bus,4
2009,2,605,SU,604.25,200812,PT,Bus,4
2017,5,152,SA,6326,201612,DO,Bus,4
2022,11,161,SA,518,202210,DO,Bus,4
2016,3,96,SU,656,201601,PT,Bus,4
2021,4,30,SA,7018,202012,DO,Bus,4
2012,8,292,SA,1632,201206,DO,Bus,4
2020,9,256,SA,500,202006,PT,Bus,4
2011,2,40,SA,17629,201012,DO,Bus,4
2011,3,485,SA,1258,201012,DO,Bus,4
2021,11,267,SA,495,202109,DO,Bus,4
2018,8,71,SU,466,201806,DO,Bus,4
2018,12,92,SU,3097,201812,DO,Bus,4
2013,5,84,SA,7155,201212,DO,Bus,4
2021,2,167,SA,986,202012,PT,Bus,4
2020,9,155,SA,427,202006,DO,Bus,4
2009,4,105,SU,8848,200812,DO,Bus,4
2022,8,127,SA,683,202206,DO,Bus,4
2016,8,265,SA,876,201606,DO,Bus,4
2013,6,205,SA,1901.8,201212,PT,Bus,4
2010,2,751,SA,3054,200912,DO,Bus,4
2019,6,804,SA,29931,201812,DO,Rail,4
2012,10,754,SA,16489,201206,DO,Bus,4
2021,4,460,SA,2294,202012,DO,Bus,4
2015,10,71,SU,538,201506,DO,Bus,4
2022,6,182,SA,1244,202202,DO,Bus,4
2010,3,222,SA,659,200912,DO,Bus,4
2011,3,224,SU,4133,201012,DO,Bus,4
2012,8,550,SA,690,201206,DO,Bus,4
2014,12,222,SU,742,201412,DO,Bus,4
2012,2,51,SA,24583,201106,DO,Bus,4
2022,8,550,SA,362,202206,DO,Bus,4
2019,8,92,SU,3377,201906,DO,Bus,4
2024,1,70,SA,9773,202312,DO,Bus,4
2023,2,611,SU,900,202212,DO,Bus,4
2023,8,161,SA,613,202306,DO,Bus,4
2010,9,130,SA,1325,201006,PT,Bus,4
2018,8,94,SA,5675,201806,DO,Bus,4
2019,6,236,SA,646,201812,DO,Bus,4
2021,2,108,SU,3472,202012,DO,Bus,4
2010,3,110,SA,5488,200912,DO,Bus,4
2017,5,71,SA,585,201612,DO,Bus,4
2016,4,2,SU,7578,201601,DO,Bus,4
2022,8,45,SU,7437,202206,DO,Bus,4
2023,3,179,SU,560,202212,DO,Bus,4
2009,2,166,SU,2380,200812,DO,Bus,4
2022,5,128,SA,471,202202,PT,Bus,4
2016,5,18,SA,14042,201601,DO,Bus,4
2013,5,165,SA,5049,201212,DO,Bus,4
2019,7,201,SA,572,201906,DO,Bus,4
2019,9,246,SA,1782,201906,DO,Bus,4
2019,10,222,SU,736,201906,DO,Bus,4
2010,4,233,SU,10198,200912,DO,Bus,4
2013,8,761,SU,5723,201306,DO,Bus,4
2016,5,81,SA,10402,201601,DO,Bus,4
2009,9,210,SA,10857,200906,DO,Bus,4
2021,4,224,SA,3017,202012,DO,Bus,4
2018,2,45,SA,12097,201712,DO,Bus,4
2016,6,163,SA,5449,201601,DO,Bus,4
2010,4,60,SU,9744,200912,DO,Bus,4
2011,8,305,SA,1527,201106,DO,Bus,4
2013,5,612,SA,1212,201212,DO,Bus,4
2016,8,665,SU,171,201606,DO,Bus,4
2012,3,204,SU,15003,201106,DO,Bus,4
2016,3,45,SU,9825,201601,DO,Bus,4
2011,4,794,SU,2800,201012,DO,Bus,4
2016,4,125,SU,2253,201601,PT,Bus,4
2011,1,117,SA,6635,201012,DO,Bus,4
2022,11,210,SA,8861,202210,DO,Bus,4
2014,9,120,SA,2132,201406,DO,Bus,4
2022,10,204,SA,15111,202206,DO,Bus,4
2022,4,603,SU,5501,202202,PT,Bus,4
2009,2,220,SA,292,200812,DO,Bus,4
2014,10,204,SU,16610,201406,DO,Bus,4
2012,7,234,SA,5051,201206,DO,Bus,4
2021,4,71,SA,423,202012,DO,Bus,4
2016,8,745,SU,1858,201606,DO,Bus,4
2011,4,55,SU,4508,201012,DO,Bus,4
2024,2,180,SA,7321,202312,DO,Bus,4
2014,4,806,SU,15298.2831257336,201312,DO,Rail,4
2016,4,183,SU,629,201601,DO,Bus,4
2024,2,115,SA,7878,202312,DO,Bus,4
2023,6,207,SA,18478,202212,DO,Bus,4
2010,3,760,SU,3964,200912,DO,Bus,4
2014,6,901,SU,12976,201312,DO,Bus,4
2024,2,240,SU,5491,202312,DO,Bus,4
2009,4,20,SU,8174,200812,DO,Bus,4
2019,2,155,SA,740,201812,DO,Bus,4
2022,10,94,SA,4116,202206,DO,Bus,4
2017,8,53,SA,7873,201706,DO,Bus,4
2012,2,166,SU,2395,201106,DO,Bus,4
2014,4,33,SA,9840,201312,DO,Bus,4
2010,3,217,SU,8400,200912,DO,Bus,4
2010,2,14,SU,8577,200912,DO,Bus,4
2009,11,762,SA,2437,200906,DO,Bus,4
2018,8,245,SU,329,201806,DO,Bus,4
2018,1,665,SA,237,201712,DO,Bus,4
2017,10,611,SA,1044,201706,DO,Bus,4
2010,2,801,SA,52017.837,200912,DO,Rail,4
2017,1,218,SA,404,201612,PT,Bus,4
2024,2,210,SA,10580,202312,DO,Bus,4
2015,10,266,SU,2940,201506,PT,Bus,4
2020,2,901,SU,9725,201912,DO,Bus,4
2022,4,260,SU,4484,202202,DO,Bus,4
2012,2,10,SA,8266,201106,DO,Bus,4
2012,8,158,SA,1263,201206,DO,Bus,4
2022,5,754,SA,8079,202202,DO,Bus,4
2012,1,40,SA,16959,201106,DO,Bus,4
2010,9,42,SA,3054,201006,DO,Bus,4
2023,3,164,SA,2943,202212,DO,Bus,4
2016,6,166,SA,2653,201601,DO,Bus,4
2015,4,33,SA,8974,201412,DO,Bus,4
2017,5,205,SA,1666,201612,PT,Bus,4
2010,9,201,SA,694,201006,DO,Bus,4
2018,1,260,SA,7815,201712,DO,Bus,4
2019,8,66,SU,5814,201906,DO,Bus,4
2013,12,745,SU,2345,201312,DO,Bus,4
2023,5,611,SA,1022,202212,DO,Bus,4
2010,9,212,SA,8592,201006,DO,Bus,4
2015,2,165,SU,3228,201412,DO,Bus,4
2016,12,166,SU,1881,201612,DO,Bus,4
2019,2,744,SU,2411,201812,DO,Bus,4
2018,11,550,SA,501,201806,DO,Bus,4
2019,5,110,SA,4476,201812,DO,Bus,4
2021,6,105,SA,8953,202012,DO,Bus,4
2018,1,70,SA,6768,201712,DO,Bus,4
2023,1,53,SA,5418,202212,DO,Bus,4
2019,2,180,SA,8484,201812,DO,Bus,4
2019,4,745,SA,3258,201812,DO,Bus,4
2019,6,90,SA,3814,201812,DO,Bus,4
2010,3,156,SA,1513,200912,DO,Bus,4
2009,4,720,SU,22382,200812,DO,Bus,4
2015,4,218,SA,654,201412,PT,Bus,4
2009,4,245,SU,686,200812,DO,Bus,4
2013,4,210,SA,11896,201212,DO,Bus,4
2017,8,60,SA,10838,201706,DO,Bus,4
2016,2,205,SA,2109,201601,PT,Bus,4
2009,2,460,SU,2591,200812,DO,Bus,4
2015,4,190,SA,3736,201412,DO,Bus,4
2021,6,754,SA,8860,202012,DO,Bus,4
2023,3,617,SU,269,202212,DO,Bus,4
2013,10,90,SU,3199,201306,DO,Bus,4
2019,8,167,SU,1168,201906,PT,Bus,4
2013,2,165,SA,4927,201212,DO,Bus,4
2013,10,901,SA,18395,201306,DO,Bus,4
2014,6,30,SU,11466,201312,DO,Bus,4
2010,2,344,SU,828,200912,DO,Bus,4
2022,3,165,SU,2513,202202,DO,Bus,4
2023,6,605,SA,1115,202212,PT,Bus,4
2023,3,158,SA,856,202212,DO,Bus,4
2022,3,161,SA,536,202202,DO,Bus,4
2020,1,71,SA,493,201912,DO,Bus,4
2021,11,76,SA,4202,202109,DO,Bus,4
2012,4,206,SA,9008,201106,DO,Bus,4
2012,1,801,SA,58344.178,201106,DO,Rail,4
2022,6,501,SA,575,202202,PT,Bus,4
2013,5,62,SA,3249,201212,DO,Bus,4
2015,2,10,SU,5435,201412,DO,Bus,4
2024,2,230,SA,1781,202312,DO,Bus,4
2016,8,51,SA,21386,201606,DO,Bus,4
2020,3,710,SA,2490,201912,DO,Bus,4
2014,2,94,SA,7840,201312,DO,Bus,4
2013,2,158,SU,925,201212,DO,Bus,4
2022,8,33,SA,10897,202206,DO,Bus,4
2018,11,265,SA,749,201806,DO,Bus,4
2015,6,251,SA,8825,201412,DO,Bus,4
2022,6,230,SA,1328,202202,DO,Bus,4
2016,12,83,SU,1502,201612,DO,Bus,4
2016,9,94,SA,6222,201606,DO,Bus,4
2014,6,760,SA,3072,201312,DO,Bus,4
2017,2,18,SU,9683,201612,DO,Bus,4
2018,8,806,SA,37815,201806,DO,Rail,4
2012,1,212,SA,9360,201106,DO,Bus,4
2023,5,761,SA,3754,202212,DO,Bus,4
2014,1,158,SA,1286,201312,DO,Bus,4
2013,8,166,SU,2553,201306,DO,Bus,4
2012,5,200,SA,12471,201106,DO,Bus,4
2022,11,207,SA,17517,202210,DO,Bus,4
2017,1,161,SA,634,201612,DO,Bus,4
2022,8,487,SA,318,202206,DO,Bus,4
2010,9,2,SA,13368,201006,DO,Bus,4
2016,4,33,SU,6359,201601,DO,Bus,4
2018,10,45,SA,11702,201806,DO,Bus,4
2018,11,167,SA,1283,201806,PT,Bus,4
2016,3,770,SA,4237,201601,DO,Bus,4
2010,9,205,SA,1534.5,201006,PT,Bus,4
2017,3,687,SA,748,201612,DO,Bus,4
2023,10,162,SA,6630,202306,DO,Bus,4
2010,3,234,SU,4559,200912,DO,Bus,4
2011,5,78,SA,7833,201012,DO,Bus,4
2015,3,158,SA,1274,201412,DO,Bus,4
2011,3,485,SU,802,201012,DO,Bus,4
2013,8,14,SU,9239,201306,DO,Bus,4
2021,6,83,SA,1291,202012,DO,Bus,4
2012,8,292,SU,1331,201206,DO,Bus,4
2010,9,233,SA,11814,201006,DO,Bus,4
2010,6,94,SA,4352,200912,DO,Bus,4
2009,6,120,SA,1337,200812,DO,Bus,4
2018,7,81,SA,8718,201806,DO,Bus,4
2022,5,130,SA,480,202202,PT,Bus,4
2010,4,40,SU,15193,200912,DO,Bus,4
2019,4,460,SU,2890,201812,DO,Bus,4
2018,7,710,SA,3331,201806,DO,Bus,4
2012,5,20,SA,9066,201106,DO,Bus,4
2010,9,164,SA,4556,201006,DO,Bus,4
2011,5,761,SA,6345,201012,DO,Bus,4
2013,1,183,SA,1041,201212,DO,Bus,4
2017,3,167,SU,1167,201612,PT,Bus,4
2009,10,222,SU,676,200906,DO,Bus,4
2019,8,344,SU,735,201906,DO,Bus,4
2018,8,268,SA,1064,201806,DO,Bus,4
2019,10,603,SU,5153,201906,PT,Bus,4
2010,3,42,SU,1452,200912,DO,Bus,4
2016,11,110,SA,4775,201606,DO,Bus,4
2010,3,222,SU,622,200912,DO,Bus,4
2013,9,71,SA,622,201306,DO,Bus,4
2013,10,745,SU,2793,201306,DO,Bus,4
2011,5,243,SA,916,201012,DO,Bus,4
2017,1,744,SA,3219,201612,DO,Bus,4
2023,8,169,SU,666,202306,DO,Bus,4
2013,4,212,SA,10343,201212,DO,Bus,4
2011,1,206,SA,8745,201012,DO,Bus,4
2011,11,183,SA,907,201106,DO,Bus,4
2020,1,10,SA,5976,201912,DO,Bus,4
2013,5,806,SA,18603.9282446641,201212,DO,Rail,4
2016,9,222,SA,908,201606,DO,Bus,4
2021,4,611,SU,846,202012,DO,Bus,4
2019,10,10,SA,6748,201906,DO,Bus,4
2013,4,18,SA,19086,201212,DO,Bus,4
2019,6,2,SA,8206,201812,DO,Bus,4
2012,7,733,SA,11924,201206,DO,Bus,4
2019,12,94,SU,3696,201912,DO,Bus,4
2012,2,218,SA,647.25,201106,PT,Bus,4
2023,1,62,SA,1734,202212,DO,Bus,4
2016,11,754,SA,12918,201606,DO,Bus,4
2011,2,108,SA,10844,201012,DO,Bus,4
2017,1,163,SA,4874,201612,DO,Bus,4
2015,2,230,SA,2519,201412,DO,Bus,4
2015,11,53,SA,9161,201506,DO,Bus,4
2013,12,130,SU,1368,201312,PT,Bus,4
2020,1,92,SA,3815,201912,DO,Bus,4
2014,7,245,SA,1158,201406,DO,Bus,4
2020,9,150,SA,5034,202006,DO,Bus,4
2022,9,28,SA,5759,202206,DO,Bus,4
2017,3,687,SU,656,201612,DO,Bus,4
2011,5,901,SA,14844,201012,DO,Bus,4
2011,11,76,SA,7514,201106,DO,Bus,4
2019,8,76,SU,5000,201906,DO,Bus,4
2023,6,260,SA,6477,202212,DO,Bus,4
2018,7,130,SA,1199,201806,PT,Bus,4
2012,1,164,SA,4493,201106,DO,Bus,4
2023,8,207,SU,13583,202306,DO,Bus,4
2022,6,165,SA,3496,202202,DO,Bus,4
2016,9,704,SA,7540,201606,DO,Bus,4
2012,10,733,SA,11363,201206,DO,Bus,4
2024,1,4,SA,17836,202312,DO,Bus,4
2018,1,501,SA,496,201712,PT,Bus,4
2014,1,733,SA,10072,201312,DO,Bus,4
2012,1,70,SA,9206,201106,DO,Bus,4
2011,2,111,SU,10797,201012,DO,Bus,4
2020,11,40,SA,7604,202010,DO,Bus,4
2011,2,252,SA,1095,201012,DO,Bus,4
2020,2,4,SU,10038,201912,DO,Bus,4
2018,2,45,SU,9357,201712,DO,Bus,4
2010,3,94,SU,3424,200912,DO,Bus,4
2017,1,292,SA,1218,201612,DO,Bus,4
2019,4,803,SA,16323,201812,DO,Rail,4
2018,8,744,SA,3089,201806,DO,Bus,4
2009,4,268,SU,991,200812,DO,Bus,4
2010,4,90,SA,4116,200912,DO,Bus,4
2022,8,94,SU,3313,202206,DO,Bus,4
2014,9,246,SA,2029,201406,DO,Bus,4
2023,2,460,SA,2585,202212,DO,Bus,4
2010,11,260,SA,7970,201006,DO,Bus,4
2013,6,45,SA,18080,201212,DO,Bus,4
2011,5,180,SA,12753,201012,DO,Bus,4
2010,4,180,SU,7318,200912,DO,Bus,4
2018,7,152,SA,5964,201806,DO,Bus,4
2017,5,45,SA,12291,201612,DO,Bus,4
2017,5,254,SA,485,201612,PT,Bus,4
2022,3,110,SU,2560,202202,DO,Bus,4
2018,11,76,SA,6579,201806,DO,Bus,4
2023,3,51,SU,9735,202212,DO,Bus,4
2023,2,246,SA,1728,202212,DO,Bus,4
2016,6,76,SA,6846,201601,DO,Bus,4
2015,10,40,SU,11621,201506,DO,Bus,4
2020,3,117,SA,3770,201912,DO,Bus,4
2015,2,94,SA,6923,201412,DO,Bus,4
2021,2,251,SA,5299,202012,DO,Bus,4
2023,10,224,SA,4305,202306,DO,Bus,4
2017,8,344,SA,1085,201706,DO,Bus,4
2022,3,150,SU,1004,202202,DO,Bus,4
2012,10,125,SA,3283.25,201206,PT,Bus,4
2015,2,18,SU,12519,201412,DO,Bus,4
2022,10,857,SA,104,202206,DO,Bus,4
2022,3,66,SA,7787,202202,DO,Bus,4
2023,6,96,SA,484,202212,PT,Bus,4
2022,6,106,SA,1866,202202,DO,Bus,4
2021,6,206,SA,5075,202012,DO,Bus,4
2012,10,245,SA,1230,201206,DO,Bus,4
2023,11,62,SA,2150,202306,DO,Bus,4
2014,6,45,SA,16637,201312,DO,Bus,4
2010,2,344,SA,1169,200912,DO,Bus,4
2017,11,266,SA,3268,201706,PT,Bus,4
2010,3,305,SU,1435,200912,DO,Bus,4
2010,4,70,SA,9663,200912,DO,Bus,4
2010,3,224,SA,6572,200912,DO,Bus,4
2021,3,60,SU,5981,202012,DO,Bus,4
2023,3,761,SA,3349,202212,DO,Bus,4
2013,9,206,SA,9130,201306,DO,Bus,4
2022,9,761,SA,3665,202206,DO,Bus,4
2014,10,234,SA,5051,201406,DO,Bus,4
2011,3,62,SU,1771,201012,DO,Bus,4
2015,10,156,SU,993,201506,DO,Bus,4
2019,2,71,SU,387,201812,DO,Bus,4
2015,10,205,SU,1704,201506,PT,Bus,4
2011,6,740,SA,6629,201012,DO,Bus,4
2024,2,258,SU,786,202312,DO,Bus,4
2024,2,152,SA,6714,202312,DO,Bus,4
2010,3,158,SA,971,200912,DO,Bus,4
2013,7,605,SA,952,201306,PT,Bus,4
2015,4,534,SA,2198,201412,DO,Bus,4
2012,3,130,SU,987.75,201106,PT,Bus,4
2010,12,234,SU,3019,201012,DO,Bus,4
2013,8,90,SU,3260,201306,DO,Bus,4
2016,11,55,SA,5203,201606,DO,Bus,4
2012,8,66,SA,15076,201206,DO,Bus,4
2013,2,158,SA,1293,201212,DO,Bus,4
2017,10,165,SA,3885,201706,DO,Bus,4
2019,2,246,SA,1580,201812,DO,Bus,4
2014,7,710,SA,4691,201406,DO,Bus,4
2022,8,128,SU,376,202206,PT,Bus,4
2020,12,205,SU,841,202012,PT,Bus,4
2015,3,92,SA,4017,201412,DO,Bus,4
2022,12,487,SU,283,202212,DO,Bus,4
2012,11,117,SA,7006,201206,DO,Bus,4
2013,7,218,SA,707,201306,PT,Bus,4
2010,2,180,SU,7460,200912,DO,Bus,4
2024,2,230,SU,1291,202312,DO,Bus,4
2009,10,20,SU,7891,200906,DO,Bus,4
2018,8,806,SU,34543,201806,DO,Rail,4
2020,12,2,SU,3224,202012,DO,Bus,4
2010,2,83,SU,3385,200912,DO,Bus,4
2009,2,212,SA,8782,200812,DO,Bus,4
2023,11,18,SA,15458,202306,DO,Bus,4
2018,1,165,SA,3695,201712,DO,Bus,4
2010,2,233,SU,10892,200912,DO,Bus,4
2014,10,120,SA,2160,201406,DO,Bus,4
2017,2,130,SU,1006,201612,PT,Bus,4
2011,6,710,SA,3743,201012,DO,Bus,4
2014,10,740,SA,2388,201406,DO,Bus,4
2011,9,2,SA,13018,201106,DO,Bus,4
2019,12,245,SU,278,201912,DO,Bus,4
2019,2,344,SA,870,201812,DO,Bus,4
2011,4,266,SU,2249.75,201012,PT,Bus,4
2022,10,161,SA,539,202206,DO,Bus,4
2022,8,35,SA,2638,202206,DO,Bus,4
2022,3,179,SU,627,202202,DO,Bus,4
2017,6,804,SA,34146,201612,DO,Rail,4
2016,12,212,SU,5663,201612,DO,Bus,4
2014,2,155,SU,679,201312,DO,Bus,4
2017,2,687,SU,641,201612,DO,Bus,4
2020,12,804,SU,7560,202012,DO,Rail,4
2020,2,20,SU,5356,201912,DO,Bus,4
2023,8,857,SU,522,202306,DO,Bus,4
2009,6,490,SA,1637,200812,DO,Bus,4
2022,5,240,SA,5714,202202,DO,Bus,4
2009,9,780,SA,3099,200906,DO,Bus,4
2018,8,233,SA,9073,201806,DO,Bus,4
2009,2,268,SA,1350,200812,DO,Bus,4
2018,2,265,SU,621,201712,DO,Bus,4
2021,4,602,SU,249,202012,DO,Bus,4
2012,2,256,SU,1110.25,201106,PT,Bus,4
2024,2,662,SU,1210,202312,DO,Bus,4
2010,12,94,SU,2617,201012,DO,Bus,4
2019,6,45,SA,11386,201812,DO,Bus,4
2009,2,45,SU,11379,200812,DO,Bus,4
2021,4,268,SA,692,202012,DO,Bus,4
2016,3,183,SU,533,201601,DO,Bus,4
2016,5,770,SA,3632,201601,DO,Bus,4
2016,9,603,SA,6128,201606,PT,Bus,4
2010,9,740,SA,6771,201006,DO,Bus,4
2012,10,30,SA,16227,201206,DO,Bus,4
2016,3,66,SU,6398,201601,DO,Bus,4
2022,10,53,SA,6243,202206,DO,Bus,4
2015,4,158,SA,1235,201412,DO,Bus,4
2012,7,70,SA,9339,201206,DO,Bus,4
2019,2,210,SU,7600,201812,DO,Bus,4
2012,1,120,SA,2055,201106,DO,Bus,4
2016,3,217,SA,6493,201601,DO,Bus,4
2009,6,26,SA,23724,200812,DO,Bus,4
2010,2,761,SU,5119,200912,DO,Bus,4
2010,4,754,SU,10132,200912,DO,Bus,4
2014,1,256,SA,977,201312,PT,Bus,4
2016,6,243,SA,781,201601,DO,Bus,4
2016,3,183,SA,853,201601,DO,Bus,4
2016,6,745,SA,3154,201601,DO,Bus,4
2017,8,33,SU,5977,201706,DO,Bus,4
2021,3,125,SU,1408,202012,PT,Bus,4
2017,11,70,SA,7038,201706,DO,Bus,4
2009,4,665,SA,241,200812,DO,Bus,4
2013,1,130,SA,1498,201212,PT,Bus,4
2010,3,60,SA,15448,200912,DO,Bus,4
2016,8,45,SA,13191,201606,DO,Bus,4
2016,6,744,SA,3294,201601,DO,Bus,4
2010,9,81,SA,12155,201006,DO,Bus,4
2023,1,76,SA,3715,202212,DO,Bus,4
2023,2,111,SU,7753,202212,DO,Bus,4
2011,6,804,SA,25708.408,201012,DO,Rail,4
2013,10,910,SU,3874,201306,DO,Bus,4
2019,2,704,SA,6127,201812,DO,Bus,4
2019,6,108,SA,9390,201812,DO,Bus,4
2019,4,234,SU,4843,201812,DO,Bus,4
2010,2,704,SU,7394,200912,DO,Bus,4
2019,2,167,SA,1004,201812,PT,Bus,4
2020,12,266,SU,1331,202012,PT,Bus,4
2015,2,180,SU,9910,201412,DO,Bus,4
2015,6,125,SA,3354,201412,PT,Bus,4
2010,2,292,SA,1352,200912,DO,Bus,4
2009,9,439,SA,612,200906,DO,Bus,4
2024,1,14,SA,6361,202312,DO,Bus,4
2023,2,40,SA,9017,202212,DO,Bus,4
2010,4,14,SU,8608,200912,DO,Bus,4
2013,10,292,SU,1425,201306,DO,Bus,4
2009,10,30,SU,14465,200906,DO,Bus,4
2011,8,183,SU,737,201106,DO,Bus,4
2012,7,230,SA,2643,201206,DO,Bus,4
2019,10,30,SU,8214,201906,DO,Bus,4
2023,8,601,SU,337,202306,DO,Bus,4
2009,12,190,SU,2663,200912,DO,Bus,4
2018,7,744,SA,3015,201806,DO,Bus,4
2009,4,287,SU,469,200812,DO,Bus,4
2016,2,125,SU,2412,201601,PT,Bus,4
2010,9,38,SA,3339,201006,DO,Bus,4
2022,10,96,SA,452,202206,PT,Bus,4
2022,12,806,SU,18893,202212,DO,Rail,4
2009,4,260,SU,8039,200812,DO,Bus,4
2009,2,245,SU,582,200812,DO,Bus,4
2021,2,224,SA,2726,202012,DO,Bus,4
2013,6,210,SA,12235,201212,DO,Bus,4
2014,7,234,SA,4739,201406,DO,Bus,4
2017,5,501,SA,470,201612,PT,Bus,4
2011,1,16,SA,19970,201012,DO,Bus,4
2023,2,40,SU,7491,202212,DO,Bus,4
2011,11,236,SA,762,201106,DO,Bus,4
2019,10,224,SA,4562,201906,DO,Bus,4
